response_id,session_id,learning_objective_id,learning_objective
ayrvfcx,pevabnn,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
uvlxftm,kxandxb,eihtnfe,Adding and subtracting fractions with different denominators.
esjesui,anaaonz,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
zsaizey,bvzabob,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
nrrnnoq,jgwpxia,wltzydm,Finding fractions of an amount.
tllutql,rwghvmn,znjjgdx,Comparing fractions using reasoning.
oolenlb,xqdribe,wltzydm,Finding fractions of an amount.
yrcfowm,ifvomdb,haztyul,Comparing and ordering fractions by finding a common denominator.
vdnvwgr,fatqgwe,wltzydm,Finding fractions of an amount.
bdxtfzz,dgkxdoj,vjiconv,Adding and subtracting fractions with different denominators.
bagupnk,aamaeqs,pooqxzw,Counting in multiples.
mqbpfuf,lfafsuh,rggwmtp,Comparing and ordering fractions by finding a common denominator.
bllnwsj,aksvosa,tdzcbyf,Using place value to order and compare numbers.
snfaafv,phtkqci,haztyul,Comparing and ordering fractions by finding a common denominator.
mlkgsap,nkotalg,hxuqbuo,Comparing fractions using reasoning.
ywjwggi,dencgyq,ojolhpj,Comparing fractions using reasoning.
agwtiij,fbalitu,suokxjq,Adding and subtracting fractions with different denominators.
dezsrhw,rqhzpbk,ggbvvkw,Counting in multiples.
eznitkh,tnfsfua,ntatckj,Adding and subtracting fractions with different denominators.
rspmikw,pentvbh,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
jzdeiaw,lvftsxe,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
icqyzcu,otadvoz,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
jvptvxd,iierjng,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
sdyqfhx,ywtphkd,hmjgvts,Adding and subtracting fractions with different denominators.
qfvsbhv,ddjouef,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
japxozc,xxssnzc,cqjxopt,Comparing and ordering fractions by finding a common denominator.
rqznvdb,ovobbub,haztyul,Comparing and ordering fractions by finding a common denominator.
sawarlq,tahedpx,cqjxopt,Comparing and ordering fractions by finding a common denominator.
qlmnrsl,ewwyklu,yovdkeb,Counting in multiples.
jbuflzu,wzkdfih,hojyzro,Adding and subtracting tens to a 2-digit number.
imiqdyz,ghqjreh,gouufve,Using place value to order and compare numbers.
hfoqqbs,jckgznd,ukowvdj,Comparing and ordering fractions by finding a common denominator.
bisxqer,warchvg,eihtnfe,Adding and subtracting fractions with different denominators.
agdzjou,yuulqfm,njsljpo,Using place value to order and compare numbers.
zzekkui,hfqytqx,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
gtmtjma,sqmpvvl,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
aaejbew,knshfsy,lsewfcv,Finding fractions of an amount.
whydajg,hzhqexi,gwqoozf,Comparing and ordering fractions by finding a common denominator.
cwzhisy,hepqxjg,cgfsxji,Using place value to order and compare numbers.
hraozmq,hsuzoaw,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
rqrxawx,zwcgldo,kioiqmy,Comparing and ordering fractions by finding a common denominator.
xjpjvki,kwsutfn,hxuqbuo,Comparing fractions using reasoning.
rbjfjlb,ooulvsw,qrrxuhe,Finding fractions of an amount.
wkjdzwm,qnagfrr,gwqoozf,Comparing and ordering fractions by finding a common denominator.
imyfrxt,mvngfip,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
wybgdok,npaxxpo,suokxjq,Adding and subtracting fractions with different denominators.
bockjxr,wyhlmna,xilputy,Comparing fractions using reasoning.
qvegtta,cypxyek,ukowvdj,Comparing and ordering fractions by finding a common denominator.
ffarbvp,bclkotp,wltzydm,Finding fractions of an amount.
tmzhoav,qhujnii,ojolhpj,Comparing fractions using reasoning.
oevzbvt,mtukhlu,rggwmtp,Comparing and ordering fractions by finding a common denominator.
jqumrby,igkcpty,haztyul,Comparing and ordering fractions by finding a common denominator.
yfmgkhw,rzminec,mgcripj,"Rounding numbers to the nearest 100 and 1,000."
svusevu,szsvxzp,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
dctkikw,zywleqf,vjiconv,Adding and subtracting fractions with different denominators.
jjkbaka,wghieej,cqjxopt,Comparing and ordering fractions by finding a common denominator.
tlnitla,xuldkup,dbuhjvm,Comparing fractions using reasoning.
mepomkp,pmimngq,gouufve,Using place value to order and compare numbers.
rwzcrck,piwgwsd,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
tovxzrr,seduvzr,rggwmtp,Comparing and ordering fractions by finding a common denominator.
ughitjd,bsfcuqc,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
utpwuxg,irqseqh,hxuqbuo,Comparing fractions using reasoning.
divycwm,wlkyufr,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
vrbmcit,kywwrrn,msbrtma,Comparing fractions using reasoning.
rsrapmn,cupmfdm,llccmtv,Using place value to order and compare numbers.
fspkbbj,cysqlsf,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
nzsmhed,lrokpag,vjiconv,Adding and subtracting fractions with different denominators.
bxawpqy,hioqepy,tdzcbyf,Using place value to order and compare numbers.
udzeoqg,zcysdwd,negieyf,"Rounding numbers to the nearest 100 and 1,000."
qqzxkrv,venamvw,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
arxdtbk,miqjrci,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
vzssgvr,jaggtif,tdzcbyf,Using place value to order and compare numbers.
ypbnuuk,dhkwwki,nmlfckc,Counting in multiples.
ewvwrvk,svuuwzp,gmxpznw,Using place value to order and compare numbers.
umudhfk,mtukhlu,vjiconv,Adding and subtracting fractions with different denominators.
vcsvrqd,ziiqjxr,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
pfgwpzl,gmmkjwk,gmxpznw,Using place value to order and compare numbers.
jzqwbnv,adlqrhc,hxuqbuo,Comparing fractions using reasoning.
vseocuq,idaxcay,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
fssbcfb,gbjisna,oofsqml,Comparing fractions using reasoning.
nwbplvm,hfmzpsm,cgfsxji,Using place value to order and compare numbers.
rxdiheq,tzvcfud,wltzydm,Finding fractions of an amount.
akdptml,metvycd,hpzsirz,Adding and subtracting fractions with different denominators.
lfjybue,ldvkrio,oofsqml,Comparing fractions using reasoning.
chgiwxs,nycyocn,gwqoozf,Comparing and ordering fractions by finding a common denominator.
dywbkuc,ldiqgbv,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
bpiltos,ymilgwz,ntatckj,Adding and subtracting fractions with different denominators.
dagfiud,wlkjrkk,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
dfifepc,cusxyyb,suokxjq,Adding and subtracting fractions with different denominators.
evabbns,chvneft,xilputy,Comparing fractions using reasoning.
srbiqri,bsfcuqc,gwqoozf,Comparing and ordering fractions by finding a common denominator.
wvtuzup,eddunfd,qrrxuhe,Finding fractions of an amount.
kjvhqnj,ofatodb,hojyzro,Adding and subtracting tens to a 2-digit number.
lcsbbgn,iyofefh,negieyf,"Rounding numbers to the nearest 100 and 1,000."
hwykzcd,vwwvims,tsowzvj,Comparing fractions using reasoning.
jynsqmy,awharrd,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
ylsqpcf,acmqgjt,kioiqmy,Comparing and ordering fractions by finding a common denominator.
zgqxpfw,dhhhrxx,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
asgqmoj,juipepy,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
nyvkyxq,xjyuffo,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
panfewh,spvjtuv,gwqoozf,Comparing and ordering fractions by finding a common denominator.
qwpuulx,paejpsm,gouufve,Using place value to order and compare numbers.
xivecnp,huknddo,njsljpo,Using place value to order and compare numbers.
pukvxcl,ypkfuxa,ukowvdj,Comparing and ordering fractions by finding a common denominator.
frkhgjc,tovledf,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
cqynyez,ztimcir,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
ptbpjxu,lbzjapj,xilputy,Comparing fractions using reasoning.
wxsghwp,rivbwhq,msbrtma,Comparing fractions using reasoning.
xupdzgg,tjneaod,msbrtma,Comparing fractions using reasoning.
dbjvwmi,qzgslhy,kioiqmy,Comparing and ordering fractions by finding a common denominator.
jxbbbxc,emgnxum,tsowzvj,Comparing fractions using reasoning.
yeozdhs,vbfgunn,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
vxauiox,rbuiqhk,lsewfcv,Finding fractions of an amount.
xemhpvi,phumxpo,qzxykqe,Counting in multiples.
dbbjzgk,mltouxk,eihtnfe,Adding and subtracting fractions with different denominators.
rrhdefc,hioqepy,ntatckj,Adding and subtracting fractions with different denominators.
lqrxhrx,ttvcdxy,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
aucovlo,fxlorpx,dbuhjvm,Comparing fractions using reasoning.
qptwdkw,jztxpys,xvibdui,Adding and subtracting fractions with different denominators.
jmtygys,emhmtxk,ymtgqot,Using place value to order and compare numbers.
awjhnoo,zncmivu,pooqxzw,Counting in multiples.
bvidoqc,xbfiogn,hpzsirz,Adding and subtracting fractions with different denominators.
ypzrafz,hgjsirx,gwqoozf,Comparing and ordering fractions by finding a common denominator.
odbnpgf,sqpbpza,yovdkeb,Counting in multiples.
plabgoh,tutdueo,tsowzvj,Comparing fractions using reasoning.
axspgsy,lelnppl,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
rhkyafc,gmiufko,ojolhpj,Comparing fractions using reasoning.
qldyogy,sttikkw,kioiqmy,Comparing and ordering fractions by finding a common denominator.
sdvbxkh,fhqlwhq,ykuuptr,"Rounding numbers to the nearest 100 and 1,000."
byopwnh,zceaucx,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
ungvvgq,txtemyx,cgfsxji,Using place value to order and compare numbers.
xufwbqn,wluraqm,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
ashwwpq,kswcens,oofsqml,Comparing fractions using reasoning.
bxrjcnx,gnfcyrd,egiflvt,Knowing the value of each digit in numbers with up to 2 decimal places.
wctcjla,xkqedtb,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
dwquola,ufnuwqq,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
oufmkwe,gewijbl,kioiqmy,Comparing and ordering fractions by finding a common denominator.
cfewgjg,oetrxtj,hpzsirz,Adding and subtracting fractions with different denominators.
vrmubrj,ogpvant,koviexo,Comparing fractions using reasoning.
jecswxg,egmiksg,gwqoozf,Comparing and ordering fractions by finding a common denominator.
tcuowbu,monnqlk,hllhxxb,Finding fractions of an amount.
moospkl,ikzlchd,koviexo,Comparing fractions using reasoning.
bssosgf,gpqlaxf,vjiconv,Adding and subtracting fractions with different denominators.
yywbota,nemuqkf,znjjgdx,Comparing fractions using reasoning.
zuinxwv,pvotuxj,rggwmtp,Comparing and ordering fractions by finding a common denominator.
ztyyari,eaqledb,oofsqml,Comparing fractions using reasoning.
mervksi,bmzegec,hojyzro,Adding and subtracting tens to a 2-digit number.
tcwjnua,laqhipy,cgfsxji,Using place value to order and compare numbers.
ypzofpo,eecsnlr,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
xokeipj,wnncakz,msbrtma,Comparing fractions using reasoning.
jayvgdv,tszdkyn,gmxpznw,Using place value to order and compare numbers.
vxotsfn,hwbbtae,yovdkeb,Counting in multiples.
gtzbbgd,etissgb,rggwmtp,Comparing and ordering fractions by finding a common denominator.
azpuotr,pqeyhuz,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
edmjvhi,namqoon,haztyul,Comparing and ordering fractions by finding a common denominator.
nfwawqx,ncafltl,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
hxwlhfd,sytevcp,njsljpo,Using place value to order and compare numbers.
pyoztrs,hhykwbc,negieyf,"Rounding numbers to the nearest 100 and 1,000."
yweplwf,qdfkakt,vjiconv,Adding and subtracting fractions with different denominators.
vmyuive,dqyyhvq,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
ankdzbp,rnnpwkv,cqjxopt,Comparing and ordering fractions by finding a common denominator.
ghfkris,wurgqvb,ckdyfkt,Knowing the value of each digit in numbers with up to 2 decimal places.
luljnrm,zecoyem,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
xnhakba,sdoyfek,wltzydm,Finding fractions of an amount.
jhxsuoc,csjolue,hpzsirz,Adding and subtracting fractions with different denominators.
wmlpemp,ovobbub,pooqxzw,Counting in multiples.
snzzccn,zmtvdri,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
vnfoyel,tslempd,wltzydm,Finding fractions of an amount.
qkbrtrr,obvyilo,slxnxgu,"Rounding numbers to the nearest 100 and 1,000."
riazfvo,tpgrtao,koviexo,Comparing fractions using reasoning.
oaznvud,ldywxjq,haztyul,Comparing and ordering fractions by finding a common denominator.
ypepqqi,xgotbyj,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
ygmvckm,otzjmmw,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
uuujmav,yivxzeg,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
hmructj,swthjyu,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
kdsmcds,aatyhyl,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
cnsxehe,mrkyjvq,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
wpzbsac,xwphvhh,vibpixk,Using place value to order and compare numbers.
ljjboiz,endkopp,znjjgdx,Comparing fractions using reasoning.
ultomxp,toyrxzz,vibpixk,Using place value to order and compare numbers.
moutoeq,eipshdn,ntatckj,Adding and subtracting fractions with different denominators.
lyxazxx,lliabnf,hiwcygw,Multiplying and dividing whole numbers and decimals by 10 and 100.
mhpwlzg,ztckzkf,ntatckj,Adding and subtracting fractions with different denominators.
wbvysqk,iamdzhm,nqqwnsx,Comparing and ordering fractions by finding a common denominator.
wdhdhni,mgmazjt,vjiconv,Adding and subtracting fractions with different denominators.
kgjmfyx,cxsywfs,oofsqml,Comparing fractions using reasoning.
wamujgp,dwfnmub,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
aplrrnp,yerfimj,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
azbzzst,jrkmqku,oofsqml,Comparing fractions using reasoning.
aynirnj,nwfvpjf,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
idxrhss,zjqjsti,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
degcvev,szkwfuo,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
ndvezaq,jblgdha,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
invuhbh,pfssgwv,jnaeyqb,Comparing and ordering fractions by finding a common denominator.
vntmnba,qgyernc,koviexo,Comparing fractions using reasoning.
sfjjqyt,rlvxuwi,pmzbgwu,Knowing the value of each digit in numbers with up to 2 decimal places.
qvndmzu,yykycih,rggwmtp,Comparing and ordering fractions by finding a common denominator.
jixcyrv,rjyqxvf,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
iqialzg,luvlxey,nmlfckc,Counting in multiples.
exxwzzx,gdsmnmt,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
ztiljns,gtbvxsw,oofsqml,Comparing fractions using reasoning.
gapzwap,qonatag,hxuqbuo,Comparing fractions using reasoning.
nlrlxxq,yqcgspl,wltzydm,Finding fractions of an amount.
lpxhwpb,qrymeeu,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
tfnyusb,pifxeym,hxuqbuo,Comparing fractions using reasoning.
wibyeid,dzwsuuv,oulckzh,"Rounding numbers to the nearest 100 and 1,000."
qwnwywe,bluiieh,tsowzvj,Comparing fractions using reasoning.
fhqwire,issbpip,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
oukekty,zbzuwwe,hhxmdhg,"Rounding numbers to the nearest 100 and 1,000."
qrkywzw,igrvlwt,aqjhubg,Knowing the value of each digit in numbers with up to 2 decimal places.
oypprev,paohund,hmvosvx,Multiplying and dividing whole numbers and decimals by 10 and 100.
jrvchyj,igfjsxe,rggwmtp,Comparing and ordering fractions by finding a common denominator.
rownlam,rwmnncc,wskitab,Knowing the value of each digit in numbers with up to 2 decimal places.
pruulcg,ugmgkcy,znjjgdx,Comparing fractions using reasoning.
kzuxzda,iziefau,qzxykqe,Counting in multiples.
ogwmafi,azdmfek,msbrtma,Comparing fractions using reasoning.
aioxqck,gedzmik,hllhxxb,Finding fractions of an amount.
tjozdmp,tmhxwxh,jdswzgl,Knowing the value of each digit in numbers with up to 2 decimal places.
uvhmvvv,dmfgxjk,cimheim,Multiplying and dividing whole numbers and decimals by 10 and 100.
rgjrgrn,qfqrwxa,uynnzcm,"Rounding numbers to the nearest 100 and 1,000."
ljumhjm,ttvcdxy,ojolhpj,Comparing fractions using reasoning.
qziezdx,aimkxwu,ozjhnxs,Multiplying and dividing whole numbers and decimals by 10 and 100.
djzeepe,pblbcjm,kioiqmy,Comparing and ordering fractions by finding a common denominator.
asytznp,yfcfvpv,gouufve,Using place value to order and compare numbers.
znbgqwp,gkbjcpx,cqjxopt,Comparing and ordering fractions by finding a common denominator.
kirxhol,uvqvgwq,dbuhjvm,Comparing fractions using reasoning.
gkcncmx,codqoqm,hojyzro,Adding and subtracting tens to a 2-digit number.
dgsxydg,zbzuwwe,bnwoavr,Knowing the value of each digit in numbers with up to 2 decimal places.
